stateabbr,statedesc,measureid,measure,category,county_count,mean_prevalence,median_prevalence,min_prevalence,max_prevalence
MA,Massachusetts,HEARING,Hearing disability among adults,Disability,14,5.35,5.35,4.7,6.2
MA,Massachusetts,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,14,30.6,30.6,28.1,32.7
MA,Massachusetts,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,14,11.74,11.3,9.0,17.5
MA,Massachusetts,INDEPLIVE,Independent living disability among adults,Disability,14,7.13,7.1,5.4,9.5
MA,Massachusetts,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,14,7.78,7.6,6.0,11.0
MA,Massachusetts,LONELINESS,Loneliness among adults,Health-Related Social Needs,14,34.79,34.85,32.8,38.0
MA,Massachusetts,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,14,20.41,19.8,16.4,29.0
MA,Massachusetts,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,14,82.86,82.25,78.4,86.6
MA,Massachusetts,MHLTH,Frequent mental distress among adults,Health Status,14,17.44,17.45,15.2,19.9
MA,Massachusetts,MOBILITY,Mobility disability among adults,Disability,14,10.18,10.05,8.1,14.3
MA,Massachusetts,OBESITY,Obesity among adults,Health Outcomes,14,28.06,26.85,23.4,35.2
MA,Massachusetts,PHLTH,Frequent physical distress among adults,Health Status,14,11.83,11.8,9.6,15.1
MA,Massachusetts,SELFCARE,Self-care disability among adults,Disability,14,2.86,2.85,2.2,4.0
MA,Massachusetts,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,14,7.66,7.7,5.6,11.3
MA,Massachusetts,SLEEP,Short sleep duration among adults,Health Risk Behaviors,14,34.78,34.5,31.3,39.5
MA,Massachusetts,STROKE,Stroke among adults,Health Outcomes,14,2.59,2.55,2.2,3.1
MA,Massachusetts,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,14,11.57,11.45,5.6,15.6
MA,Massachusetts,VISION,Vision disability among adults,Disability,14,3.81,3.7,2.9,5.5
MD,Maryland,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,24,8.74,8.4,6.0,13.0
MD,Maryland,ARTHRITIS,Arthritis among adults,Health Outcomes,24,24.39,24.15,18.1,27.9
MD,Maryland,BINGE,Binge drinking among adults,Health Risk Behaviors,24,16.49,16.1,13.0,20.6
MD,Maryland,BPHIGH,High blood pressure among adults,Health Outcomes,24,34.08,33.6,28.8,41.6
MD,Maryland,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,24,58.61,58.05,55.3,62.7
MD,Maryland,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,24,6.99,7.3,5.0,7.8
MD,Maryland,CASTHMA,Current asthma among adults,Health Outcomes,24,10.72,10.7,9.1,12.7
MD,Maryland,CHD,Coronary heart disease among adults,Health Outcomes,24,5.23,5.05,4.1,6.7
MD,Maryland,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,24,77.37,77.5,73.5,80.1
MD,Maryland,CHOLSCREEN,Cholesterol screening among adults,Prevention,24,87.45,87.7,84.8,90.4
MD,Maryland,COGNITION,Cognitive disability among adults,Disability,24,13.69,13.1,9.5,17.2
MD,Maryland,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,24,62.22,63.45,52.8,66.6
MD,Maryland,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,24,5.91,5.6,3.5,8.3
MD,Maryland,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,24,12.91,12.3,7.2,18.8
MD,Maryland,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,24,62.73,63.45,50.6,71.7
MD,Maryland,DEPRESSION,Depression among adults,Health Outcomes,24,21.8,22.2,15.1,26.6
MD,Maryland,DIABETES,Diagnosed diabetes among adults,Health Outcomes,24,10.68,10.35,8.5,13.7
MD,Maryland,DISABILITY,Any disability among adults,Disability,24,26.68,25.55,20.1,33.0
MD,Maryland,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,24,24.2,23.5,20.4,29.1
MD,Maryland,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,24,15.29,13.65,9.5,25.4
MD,Maryland,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,24,12.59,11.7,6.4,24.4
MD,Maryland,GHLTH,Fair or poor self-rated health status among adults,Health Status,24,17.62,17.05,11.8,23.5
MD,Maryland,HEARING,Hearing disability among adults,Disability,24,5.5,5.45,4.2,6.9
MD,Maryland,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,24,33.5,33.35,30.7,36.6
MD,Maryland,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,24,13.68,12.35,9.2,22.0
MD,Maryland,INDEPLIVE,Independent living disability among adults,Disability,24,7.34,7.0,4.8,10.0
MD,Maryland,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,24,8.13,7.5,5.6,12.8
MD,Maryland,LONELINESS,Loneliness among adults,Health-Related Social Needs,24,34.62,34.0,31.6,40.6
MD,Maryland,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,24,23.7,22.85,15.8,31.2
MD,Maryland,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,24,79.01,80.05,72.6,86.0
MD,Maryland,MHLTH,Frequent mental distress among adults,Health Status,24,16.98,17.0,12.8,20.2
MD,Maryland,MOBILITY,Mobility disability among adults,Disability,24,11.38,11.0,7.9,15.9
MD,Maryland,OBESITY,Obesity among adults,Health Outcomes,24,36.39,36.8,25.9,41.9
MD,Maryland,PHLTH,Frequent physical distress among adults,Health Status,24,12.04,11.85,8.9,14.6
MD,Maryland,SELFCARE,Self-care disability among adults,Disability,24,3.3,3.2,2.1,4.9
MD,Maryland,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,24,8.77,7.7,5.6,14.8
MD,Maryland,SLEEP,Short sleep duration among adults,Health Risk Behaviors,24,38.17,37.55,32.1,45.4
MD,Maryland,STROKE,Stroke among adults,Health Outcomes,24,3.0,2.95,2.3,4.1
MD,Maryland,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,24,11.1,11.6,4.5,19.2
MD,Maryland,VISION,Vision disability among adults,Disability,24,4.35,4.2,3.0,6.5
ME,Maine,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,16,8.84,8.75,6.7,10.5
ME,Maine,ARTHRITIS,Arthritis among adults,Health Outcomes,16,26.59,26.9,22.8,30.1
ME,Maine,BINGE,Binge drinking among adults,Health Risk Behaviors,16,17.59,17.65,14.9,19.7
ME,Maine,BPHIGH,High blood pressure among adults,Health Outcomes,16,30.1,29.4,27.7,34.4
ME,Maine,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,16,53.99,54.1,52.4,56.0
ME,Maine,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,16,7.38,7.4,7.1,7.8
ME,Maine,CASTHMA,Current asthma among adults,Health Outcomes,16,12.98,13.15,12.0,13.7
ME,Maine,CHD,Coronary heart disease among adults,Health Outcomes,16,5.84,5.9,4.7,6.7
ME,Maine,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,16,78.23,78.2,76.2,79.8
ME,Maine,CHOLSCREEN,Cholesterol screening among adults,Prevention,16,83.62,83.65,81.9,86.0
ME,Maine,COGNITION,Cognitive disability among adults,Disability,16,17.26,17.55,14.1,19.7
ME,Maine,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,16,62.42,61.85,59.1,68.5
ME,Maine,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,16,7.16,7.3,5.1,8.9
ME,Maine,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,16,16.04,16.05,11.1,20.0
ME,Maine,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,16,61.48,61.35,56.0,68.9
ME,Maine,DEPRESSION,Depression among adults,Health Outcomes,16,28.94,29.15,26.7,30.8
ME,Maine,DIABETES,Diagnosed diabetes among adults,Health Outcomes,16,9.11,9.1,7.4,10.7
ME,Maine,DISABILITY,Any disability among adults,Disability,16,30.82,31.55,24.5,37.3
ME,Maine,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,16,24.14,24.1,21.7,26.6
ME,Maine,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,16,12.55,12.35,8.5,16.2
ME,Maine,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,16,16.84,16.75,10.7,22.4
ME,Maine,GHLTH,Fair or poor self-rated health status among adults,Health Status,16,18.19,18.75,13.6,21.7
ME,Maine,HEARING,Hearing disability among adults,Disability,16,6.88,7.1,5.7,7.8
ME,Maine,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,16,31.24,31.3,28.5,33.0
ME,Maine,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,16,11.96,11.95,8.9,14.2
ME,Maine,INDEPLIVE,Independent living disability among adults,Disability,16,8.36,8.45,6.6,10.0
ME,Maine,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,16,8.96,9.0,7.1,11.1
ME,Maine,LONELINESS,Loneliness among adults,Health-Related Social Needs,16,34.21,34.15,31.9,37.4
ME,Maine,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,16,22.86,23.25,16.1,29.8
ME,Maine,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,16,78.76,78.6,74.3,82.0
ME,Maine,MHLTH,Frequent mental distress among adults,Health Status,16,20.04,20.4,17.8,22.1
ME,Maine,MOBILITY,Mobility disability among adults,Disability,16,11.78,11.85,8.8,14.5
ME,Maine,OBESITY,Obesity among adults,Health Outcomes,16,33.75,34.2,26.7,40.0
ME,Maine,PHLTH,Frequent physical distress among adults,Health Status,16,13.63,13.75,11.2,16.1
ME,Maine,SELFCARE,Self-care disability among adults,Disability,16,3.25,3.25,2.4,3.9
ME,Maine,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,16,9.0,8.75,6.6,11.4
ME,Maine,SLEEP,Short sleep duration among adults,Health Risk Behaviors,16,34.77,34.95,30.8,40.1
ME,Maine,STROKE,Stroke among adults,Health Outcomes,16,2.9,2.9,2.4,3.3
ME,Maine,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,16,16.28,16.95,8.0,24.3
ME,Maine,VISION,Vision disability among adults,Disability,16,4.24,4.25,3.1,5.2
MI,Michigan,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,83,7.49,7.6,5.1,11.9
MI,Michigan,ARTHRITIS,Arthritis among adults,Health Outcomes,83,26.14,26.5,20.9,28.2
MI,Michigan,BINGE,Binge drinking among adults,Health Risk Behaviors,83,18.4,18.4,15.2,20.1
MI,Michigan,BPHIGH,High blood pressure among adults,Health Outcomes,83,32.52,32.7,26.9,37.1
MI,Michigan,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,83,57.55,57.5,55.8,60.7
MI,Michigan,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,83,7.62,7.7,6.5,8.0
MI,Michigan,CASTHMA,Current asthma among adults,Health Outcomes,83,11.65,11.7,10.6,12.4
MI,Michigan,CHD,Coronary heart disease among adults,Health Outcomes,83,6.01,6.1,4.7,7.4
MI,Michigan,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,83,77.42,77.4,75.8,79.7
MI,Michigan,CHOLSCREEN,Cholesterol screening among adults,Prevention,83,84.6,84.4,81.9,88.5
MI,Michigan,COGNITION,Cognitive disability among adults,Disability,83,16.03,16.5,11.6,19.3
MI,Michigan,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,83,62.35,62.3,55.2,67.6
MI,Michigan,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,83,7.6,7.8,5.0,9.9
MI,Michigan,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,83,16.55,17.1,10.8,21.3
MI,Michigan,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,83,66.18,65.3,55.9,76.2
MI,Michigan,DEPRESSION,Depression among adults,Health Outcomes,83,28.38,28.5,21.5,31.0
MI,Michigan,DIABETES,Diagnosed diabetes among adults,Health Outcomes,83,10.07,10.1,7.6,12.5
MI,Michigan,DISABILITY,Any disability among adults,Disability,83,31.22,32.0,21.9,36.8
MI,Michigan,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,83,23.37,23.5,19.4,27.3
MI,Michigan,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,83,15.74,15.8,9.3,24.2
MI,Michigan,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,83,15.1,15.4,7.7,24.6
MI,Michigan,GHLTH,Fair or poor self-rated health status among adults,Health Status,83,18.95,19.3,13.3,25.4
MI,Michigan,HEARING,Hearing disability among adults,Disability,83,6.83,6.9,5.1,8.0
MI,Michigan,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,83,30.57,30.7,27.6,32.5
MI,Michigan,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,83,12.41,12.5,7.9,19.3
MI,Michigan,INDEPLIVE,Independent living disability among adults,Disability,83,8.89,9.2,6.2,11.4
MI,Michigan,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,83,8.65,8.7,5.7,12.4
MI,Michigan,LONELINESS,Loneliness among adults,Health-Related Social Needs,83,33.42,33.5,30.3,37.4
MI,Michigan,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,83,24.54,25.0,16.5,31.5
MI,Michigan,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,83,75.03,75.3,68.2,79.5
MI,Michigan,MHLTH,Frequent mental distress among adults,Health Status,83,19.55,20.0,15.8,21.8
MI,Michigan,MOBILITY,Mobility disability among adults,Disability,83,12.52,12.9,8.7,16.2
MI,Michigan,OBESITY,Obesity among adults,Health Outcomes,83,37.97,38.3,29.0,44.2
MI,Michigan,PHLTH,Frequent physical distress among adults,Health Status,83,13.85,14.1,10.4,16.6
MI,Michigan,SELFCARE,Self-care disability among adults,Disability,83,3.55,3.6,2.4,5.1
MI,Michigan,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,83,9.17,9.2,5.8,14.6
MI,Michigan,SLEEP,Short sleep duration among adults,Health Risk Behaviors,83,34.81,35.0,28.7,42.2
MI,Michigan,STROKE,Stroke among adults,Health Outcomes,83,3.11,3.2,2.4,4.0
MI,Michigan,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,83,12.43,12.2,4.7,21.9
MI,Michigan,VISION,Vision disability among adults,Disability,83,4.69,4.7,3.1,6.9
MN,Minnesota,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,87,8.63,8.3,6.1,17.3
MN,Minnesota,ARTHRITIS,Arthritis among adults,Health Outcomes,87,20.67,20.7,17.1,24.2
MN,Minnesota,BINGE,Binge drinking among adults,Health Risk Behaviors,87,20.3,20.5,16.3,22.9
MN,Minnesota,BPHIGH,High blood pressure among adults,Health Outcomes,87,28.56,28.6,23.9,33.2
MN,Minnesota,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,87,56.77,56.7,54.5,58.7
MN,Minnesota,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,87,7.24,7.3,6.4,7.5
MN,Minnesota,CASTHMA,Current asthma among adults,Health Outcomes,87,10.21,10.2,9.3,12.8
MN,Minnesota,CHD,Coronary heart disease among adults,Health Outcomes,87,5.39,5.4,4.3,7.5
MN,Minnesota,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,87,71.98,71.9,69.9,74.0
MN,Minnesota,CHOLSCREEN,Cholesterol screening among adults,Prevention,87,82.22,82.2,78.4,85.7
MN,Minnesota,COGNITION,Cognitive disability among adults,Disability,87,14.44,14.5,11.1,20.8
MN,Minnesota,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,87,62.08,62.3,55.9,67.2
MN,Minnesota,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,87,5.39,5.4,3.8,8.5
MN,Minnesota,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,87,15.7,15.9,10.9,25.7
MN,Minnesota,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,87,64.71,64.4,50.4,74.9
MN,Minnesota,DEPRESSION,Depression among adults,Health Outcomes,87,25.3,25.4,22.1,27.9
MN,Minnesota,DIABETES,Diagnosed diabetes among adults,Health Outcomes,87,9.34,9.3,7.3,14.0
MN,Minnesota,DISABILITY,Any disability among adults,Disability,87,28.03,27.8,22.3,40.1
MN,Minnesota,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,87,22.01,21.9,19.1,27.6
MN,Minnesota,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,87,13.03,12.6,8.3,28.0
MN,Minnesota,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,87,9.5,9.3,5.2,22.8
MN,Minnesota,GHLTH,Fair or poor self-rated health status among adults,Health Status,87,16.58,16.4,11.9,27.2
MN,Minnesota,HEARING,Hearing disability among adults,Disability,87,6.54,6.5,5.2,9.2
MN,Minnesota,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,87,28.69,28.7,26.3,30.7
MN,Minnesota,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,87,10.68,10.4,7.3,20.2
MN,Minnesota,INDEPLIVE,Independent living disability among adults,Disability,87,7.57,7.5,5.4,12.5
MN,Minnesota,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,87,8.0,7.9,5.6,16.6
MN,Minnesota,LONELINESS,Loneliness among adults,Health-Related Social Needs,87,31.27,31.1,28.2,37.5
MN,Minnesota,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,87,24.09,24.0,18.2,33.2
MN,Minnesota,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,87,77.06,77.2,69.8,83.0
MN,Minnesota,MHLTH,Frequent mental distress among adults,Health Status,87,16.96,17.1,14.1,21.5
MN,Minnesota,MOBILITY,Mobility disability among adults,Disability,87,10.9,10.9,8.0,17.6
MN,Minnesota,OBESITY,Obesity among adults,Health Outcomes,87,37.02,37.1,27.1,44.4
MN,Minnesota,PHLTH,Frequent physical distress among adults,Health Status,87,11.73,11.7,9.2,16.9
MN,Minnesota,SELFCARE,Self-care disability among adults,Disability,87,3.17,3.1,2.2,5.5
MN,Minnesota,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,87,6.76,6.7,4.5,14.1
MN,Minnesota,SLEEP,Short sleep duration among adults,Health Risk Behaviors,87,31.48,31.2,25.7,37.9
MN,Minnesota,STROKE,Stroke among adults,Health Outcomes,87,2.85,2.8,2.2,4.3
MN,Minnesota,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,87,10.69,10.7,5.0,23.3
MN,Minnesota,VISION,Vision disability among adults,Disability,87,4.14,4.1,2.9,8.0
MO,Missouri,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,115,10.23,10.3,6.7,14.7
MO,Missouri,ARTHRITIS,Arthritis among adults,Health Outcomes,115,26.64,26.5,22.8,30.3
MO,Missouri,BINGE,Binge drinking among adults,Health Risk Behaviors,115,17.54,17.5,14.4,20.2
MO,Missouri,BPHIGH,High blood pressure among adults,Health Outcomes,115,34.05,33.9,28.4,40.1
MO,Missouri,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,115,58.55,58.4,56.9,62.9
