stateabbr,statedesc,locationname,locationid,totalpopulation,health_burden_score,burden_percentile,burden_category,indicator_count,indicator_completeness,top_indicator_1,top_indicator_2,top_indicator_3,OBESITY_z,DIABETES_z,BPHIGH_z,STROKE_z,COPD_z,DEPRESSION_z,CSMOKING_z,LPA_z,GHLTH_z,MHLTH_z,ACCESS2_z
AL,Alabama,Greene,1063,7341,2.584462670212301,99.6617050067659,Very High,11,1.0,STROKE,DIABETES,BPHIGH,3.3242043065601328,4.2624565804524925,4.052847690809284,4.578160248627144,2.400498999501536,-0.5961692675834366,2.1052996369499897,2.77959076744107,3.2912231960353187,1.4461527273537438,0.7848244861880374
TN,Tennessee,Hancock,47067,6956,2.545186129519943,99.62787550744248,Very High,11,1.0,COPD,CSMOKING,MHLTH,1.0480353289461268,1.9020071320834864,1.8397638587840168,2.474620557896662,4.598605301054976,3.1905020328453264,3.827412926565548,1.7591255755546245,2.689473309270003,3.545699630311376,1.1218017714072273
LA,Louisiana,Claiborne,22027,13670,2.5074514743486747,99.59404600811908,Very High,11,1.0,STROKE,DIABETES,BPHIGH,2.37580056588763,3.275359538407272,3.236370160547536,3.769106521423112,2.9823506675598,0.6178780195769298,2.895777868248935,2.6868212045423023,3.140785724343989,2.1959909069814696,0.4057250403164484
AL,Alabama,Perry,1105,7738,2.4940697748020666,99.56021650879568,Very High,11,1.0,STROKE,DIABETES,BPHIGH,3.4506581386498,4.004953004266782,3.9454164368274753,4.092728012304725,2.400498999501536,-0.1914868385299814,1.9641428099323213,2.46417425358526,3.162276791728465,1.546131151304107,0.5952747632522429
TX,Texas,Dimmit,48127,8257,2.483934291427307,99.52638700947226,Very High,11,1.0,ACCESS2,GHLTH,DIABETES,2.1228929017082967,4.434125631242965,1.3670663412640556,2.474620557896662,1.0428451073655882,-0.7406987065310993,1.0042763862121733,4.059810735444065,4.559196171719377,0.696314547726018,6.302827531652274
WV,West Virginia,Mingo,54059,22023,2.449209241583722,99.49255751014886,Very High,11,1.0,MHLTH,COPD,DEPRESSION,1.132337883672571,1.9878416574787232,1.9901676143585485,1.8273775761334368,3.8874532623170985,3.4506550229511186,3.2910169838984067,2.6868212045423023,2.539035837578673,3.995602538088012,0.1529920764020561
MS,Mississippi,Holmes,28051,15777,2.43043039082877,99.45872801082544,Very High,11,1.0,STROKE,DIABETES,BPHIGH,2.9237671716095206,4.219539317754874,4.203251446383818,4.739970994067951,2.206548443482116,-1.66568711579614,2.0206055407393886,3.224884669355155,3.033330387421611,0.8962713956267442,0.9322520484714332
TX,Texas,Zavala,48507,9312,2.3505609519995443,99.42489851150202,Very High,11,1.0,ACCESS2,GHLTH,DIABETES,2.2282710951163525,4.391208368545346,1.2596350872822464,2.1509990670150487,0.5902938099869393,-0.856322257689229,0.6655000013697687,3.929933347385792,4.494722969565951,0.4463684878501093,6.555560495566665
MS,Mississippi,Tunica,28143,9234,2.337898689025859,99.39106901217862,Very High,11,1.0,STROKE,BPHIGH,DIABETES,2.7762377008382417,3.747449428081072,3.795012681252944,4.254538757745532,2.2711986288219226,-1.5500635646380103,2.0488369061429226,3.299100319674169,3.0118393200371365,1.0462390315522896,1.0164963697762304
MS,Mississippi,Sharkey,28125,3336,2.2997143957382646,99.35723951285522,Very High,11,1.0,STROKE,BPHIGH,DIABETES,2.713010784793409,3.6186976399882185,3.795012681252944,4.254538757745532,2.2711986288219226,-1.5211576768484776,2.0206055407393886,3.2063307567754014,2.925875050499233,0.996249819577109,1.0164963697762304
