year,stateabbr,statedesc,locationname,locationid,totalpopulation,indicator_count,indicator_completeness,health_burden_score,burden_rank,burden_percentile,burden_category,high_burden_flag,very_high_burden_flag,priority_flag
2023,AL,Alabama,Wilcox,1131,9944,11,1.0,2.2213081457511565,23.0,99.25575101488498,Very High,True,True,True
2023,AR,Arkansas,Desha,5041,10479,11,1.0,2.196237413656435,24.0,99.22192151556158,Very High,True,True,True
2023,SD,South Dakota,Mellette,46095,1851,11,1.0,2.1672736261507906,25.0,99.18809201623816,Very High,True,True,True
2023,AL,Alabama,Lowndes,1085,9717,11,1.0,2.152553879780417,26.0,99.15426251691474,Very High,True,True,True
2023,LA,Louisiana,Bienville,22013,12366,11,1.0,2.145516107223351,27.0,99.12043301759134,Very High,True,True,True
2023,MS,Mississippi,Jefferson,28063,6941,11,1.0,2.115142628991232,28.0,99.08660351826794,Very High,True,True,True
2023,TX,Texas,Starr,48427,65934,11,1.0,2.114656143321268,29.0,99.05277401894452,Very High,True,True,True
2023,SD,South Dakota,Buffalo,46017,1884,11,1.0,2.1108329537959154,30.0,99.01894451962112,Very High,True,True,True
2023,AR,Arkansas,Phillips,5107,14961,11,1.0,2.0748343587703983,31.0,98.9851150202977,Very High,True,True,True
2023,SD,South Dakota,Corson,46031,3782,11,1.0,2.0585351393193494,32.0,98.95128552097428,Very High,True,True,True
2023,GA,Georgia,Randolph,13243,6078,11,1.0,2.040564182634078,33.0,98.91745602165088,Very High,True,True,True
2023,TX,Texas,Jim Hogg,48247,4720,11,1.0,2.038627422836804,34.0,98.88362652232748,Very High,True,True,True
2023,TX,Texas,Zapata,48505,13736,11,1.0,2.037754334107726,35.0,98.84979702300406,Very High,True,True,True
2023,SD,South Dakota,Ziebach,46137,2322,11,1.0,2.0305099956669737,36.0,98.81596752368064,Very High,True,True,True
2023,WV,West Virginia,Calhoun,54013,5959,11,1.0,2.025206965036076,37.0,98.78213802435724,Very High,True,True,True
2023,MS,Mississippi,Coahoma,28027,20077,11,1.0,1.9930120330070376,38.0,98.74830852503383,Very High,True,True,True
2023,MS,Mississippi,Yazoo,28163,25796,11,1.0,1.9897922877297205,39.0,98.71447902571042,Very High,True,True,True
2023,AR,Arkansas,Lee,5077,8201,11,1.0,1.9710272090054968,40.0,98.680649526387,Very High,True,True,True
2023,MS,Mississippi,Claiborne,28021,8617,11,1.0,1.9571374102436716,41.0,98.6468200270636,Very High,True,True,True
2023,NM,New Mexico,McKinley,35031,68797,11,1.0,1.9478899203515017,42.0,98.61299052774018,Very High,True,True,True
2023,LA,Louisiana,Concordia,22029,17688,11,1.0,1.9291363550564016,43.0,98.57916102841678,Very High,True,True,True
2023,MS,Mississippi,Issaquena,28055,1256,11,1.0,1.92222063941584,44.0,98.54533152909336,Very High,True,True,True
2023,LA,Louisiana,Morehouse,22067,23955,11,1.0,1.9138600262020655,45.0,98.51150202976996,Very High,True,True,True
2023,TN,Tennessee,Scott,47151,22171,11,1.0,1.9126069840206936,46.0,98.47767253044654,Very High,True,True,True
2023,TN,Tennessee,Haywood,47075,17328,11,1.0,1.87766934057442,47.0,98.44384303112314,Very High,True,True,True
2023,WV,West Virginia,Logan,54045,30827,11,1.0,1.8745601641193343,48.0,98.41001353179972,Very High,True,True,True
2023,GA,Georgia,Macon,13193,11817,11,1.0,1.8687683483082689,49.0,98.37618403247632,Very High,True,True,True
2023,WV,West Virginia,Wyoming,54109,20277,11,1.0,1.840488679015713,50.0,98.34235453315291,Very High,True,True,True
2023,AR,Arkansas,Lafayette,5073,6095,11,1.0,1.8348991750825996,51.0,98.3085250338295,Very High,True,True,True
2023,MS,Mississippi,Sunflower,28133,24468,11,1.0,1.826670221113139,52.0,98.27469553450608,Very High,True,True,True
2023,GA,Georgia,Telfair,13271,10920,11,1.0,1.8065262528108563,53.0,98.24086603518268,Very High,True,True,True
2023,AR,Arkansas,St. Francis,5123,22101,11,1.0,1.7915594439648337,54.0,98.20703653585927,Very High,True,True,True
2023,WV,West Virginia,Lincoln,54043,19701,11,1.0,1.791153028323576,55.0,98.17320703653586,Very High,True,True,True
2023,SD,South Dakota,Jackson,46071,2776,11,1.0,1.787931859928362,56.0,98.13937753721244,Very High,True,True,True
2023,GA,Georgia,Hancock,13141,8676,11,1.0,1.7829974351820252,57.0,98.10554803788904,Very High,True,True,True
2023,WV,West Virginia,Webster,54101,8045,11,1.0,1.7829971837195806,58.0,98.07171853856563,Very High,True,True,True
2023,MO,Missouri,Pemiscot,29155,14613,11,1.0,1.7800614905351024,59.0,98.03788903924222,Very High,True,True,True
2023,OK,Oklahoma,Adair,40001,19627,11,1.0,1.778420180951033,60.0,98.0040595399188,Very High,True,True,True
2023,GA,Georgia,Atkinson,13003,8293,11,1.0,1.7756765374936363,61.0,97.9702300405954,Very High,True,True,True
2023,MS,Mississippi,Leflore,28083,26378,11,1.0,1.768307676093361,62.0,97.93640054127198,Very High,True,True,True
2023,LA,Louisiana,Red River,22081,7356,11,1.0,1.7652448604405426,63.0,97.90257104194858,Very High,True,True,True
2023,MS,Mississippi,Noxubee,28103,9914,11,1.0,1.7506959779960949,64.0,97.86874154262516,Very High,True,True,True
2023,NC,North Carolina,Robeson,37155,117365,11,1.0,1.7492685555577303,65.0,97.83491204330176,Very High,True,True,True
2023,WV,West Virginia,Roane,54087,13743,11,1.0,1.7478606950827411,66.0,97.80108254397834,Very High,True,True,True
2023,LA,Louisiana,Webster,22119,35238,11,1.0,1.7449692898444764,67.0,97.76725304465494,Very High,True,True,True
2023,SD,South Dakota,Dewey,46041,5208,11,1.0,1.7384873901168965,68.0,97.73342354533152,Very High,True,True,True
2023,LA,Louisiana,Avoyelles,22009,38408,11,1.0,1.732703930048994,69.0,97.69959404600812,Very High,True,True,True
2023,TX,Texas,Cochran,48079,2509,11,1.0,1.731948657793359,70.0,97.66576454668473,Very High,True,True,True
2023,WV,West Virginia,Clay,54015,7783,11,1.0,1.7256934556707095,71.0,97.6319350473613,Very High,True,True,True
2023,TX,Texas,Willacy,48489,20037,11,1.0,1.7141355965023144,72.0,97.59810554803788,Very High,True,True,True
2023,TX,Texas,San Augustine,48405,7833,11,1.0,1.7089263492197342,73.0,97.56427604871448,Very High,True,True,True
2023,SC,South Carolina,Dillon,45033,27698,11,1.0,1.6875381763307231,74.0,97.53044654939109,Very High,True,True,True
2023,TN,Tennessee,Lauderdale,47097,24610,11,1.0,1.680667523384927,75.0,97.49661705006766,Very High,True,True,True
2023,WV,West Virginia,Braxton,54007,12162,11,1.0,1.6753599097858125,76.0,97.46278755074424,Very High,True,True,True
2023,MS,Mississippi,Bolivar,28011,28968,11,1.0,1.6744607708194996,77.0,97.42895805142084,Very High,True,True,True
2023,AL,Alabama,Conecuh,1035,11174,11,1.0,1.6582885430700147,78.0,97.39512855209745,Very High,True,True,True
2023,LA,Louisiana,Franklin,22041,19285,11,1.0,1.652494529022904,79.0,97.36129905277402,Very High,True,True,True
2023,GA,Georgia,Stewart,13259,4674,11,1.0,1.6501461608342785,80.0,97.3274695534506,Very High,True,True,True
2023,AL,Alabama,Dallas,1047,36165,11,1.0,1.643727217728466,81.0,97.2936400541272,Very High,True,True,True
2023,SD,South Dakota,Bennett,46007,3305,11,1.0,1.643449265419472,82.0,97.2598105548038,Very High,True,True,True
2023,GA,Georgia,Terrell,13273,8718,11,1.0,1.6372949766615987,83.0,97.22598105548036,Very High,True,True,True
2023,AR,Arkansas,Chicot,5017,9538,11,1.0,1.6365053392041835,84.0,97.19215155615696,Very High,True,True,True
2023,AK,Alaska,Bethel,2050,18224,11,1.0,1.632745819680868,85.0,97.15832205683355,Very High,True,True,True
2023,MS,Mississippi,Washington,28151,41946,11,1.0,1.6223027529102736,86.0,97.12449255751014,Very High,True,True,True
2023,GA,Georgia,Treutlen,13283,6341,11,1.0,1.6212059906926286,87.0,97.09066305818676,Very High,True,True,True
2023,LA,Louisiana,St. Helena,22091,10774,11,1.0,1.6153767597302406,88.0,97.05683355886332,Very High,True,True,True
2023,SC,South Carolina,Marlboro,45069,25704,11,1.0,1.609773090693586,89.0,97.02300405953991,Very High,True,True,True
2023,SC,South Carolina,Marion,45067,28508,11,1.0,1.5970588309003817,90.0,96.98917456021653,Very High,True,True,True
2023,OK,Oklahoma,Okfuskee,40107,11300,11,1.0,1.585771280266152,91.0,96.9553450608931,Very High,True,True,True
2023,TN,Tennessee,Bledsoe,47007,15060,11,1.0,1.582566529387914,92.0,96.92151556156968,Very High,True,True,True
2023,MS,Mississippi,Wilkinson,28157,8058,11,1.0,1.5781266404364591,93.0,96.88768606224627,Very High,True,True,True
2023,MO,Missouri,Mississippi,29133,11822,11,1.0,1.5769667033864307,94.0,96.85385656292289,Very High,True,True,True
2023,LA,Louisiana,Evangeline,22039,31754,11,1.0,1.562567759445122,95.0,96.82002706359944,Very High,True,True,True
2023,AL,Alabama,Sumter,1119,11727,11,1.0,1.5620582783208052,96.0,96.78619756427604,Very High,True,True,True
2023,SC,South Carolina,Allendale,45005,7369,11,1.0,1.5555020226397729,97.0,96.75236806495263,Very High,True,True,True
2023,GA,Georgia,Taylor,13269,7758,11,1.0,1.5542528157866604,98.0,96.71853856562925,Very High,True,True,True
2023,WV,West Virginia,Summers,54089,11581,11,1.0,1.5511855078345678,99.0,96.6847090663058,Very High,True,True,True
2023,LA,Louisiana,St. Landry,22097,81464,11,1.0,1.5349559768146803,100.0,96.6508795669824,Very High,True,True,True
2023,TN,Tennessee,Pickett,47137,5128,11,1.0,1.527852001562796,101.0,96.617050067659,Very High,True,True,True
2023,MT,Montana,Glacier,30035,13609,11,1.0,1.5265176780177063,102.0,96.5832205683356,Very High,True,True,True
2023,MS,Mississippi,Tallahatchie,28135,11837,11,1.0,1.5112409307123746,103.0,96.54939106901216,Very High,True,True,True
2023,GA,Georgia,Jenkins,13165,8627,11,1.0,1.510318095867983,104.0,96.51556156968876,Very High,True,True,True
2023,TX,Texas,Hudspeth,48229,3451,11,1.0,1.4998253871866751,105.0,96.48173207036535,Very High,True,True,True
2023,LA,Louisiana,Catahoula,22025,8414,11,1.0,1.4968296015279172,106.0,96.44790257104194,Very High,True,True,True
2023,TN,Tennessee,Decatur,47039,11656,11,1.0,1.4877843028484887,107.0,96.41407307171856,Very High,True,True,True
2023,AR,Arkansas,Ashley,5003,18262,11,1.0,1.4781977673719886,108.0,96.38024357239512,Very High,True,True,True
2023,TX,Texas,Newton,48351,12039,11,1.0,1.4766851151852045,109.0,96.34641407307171,Very High,True,True,True
2023,AL,Alabama,Barbour,1005,24585,11,1.0,1.4761053695576911,110.0,96.31258457374832,Very High,True,True,True
2023,MO,Missouri,Dunklin,29069,27032,11,1.0,1.4731422413774609,111.0,96.2787550744249,Very High,True,True,True
2023,OK,Oklahoma,Coal,40029,5266,11,1.0,1.4730977384268051,112.0,96.24492557510148,Very High,True,True,True
2023,WV,West Virginia,Barbour,54001,15378,11,1.0,1.472721968244319,113.0,96.21109607577807,Very High,True,True,True
2023,WV,West Virginia,Ritchie,54085,8167,11,1.0,1.464245437238073,114.0,96.17726657645468,Very High,True,True,True
2023,GA,Georgia,Baker,13007,2743,11,1.0,1.4532808344870902,115.0,96.14343707713124,Very High,True,True,True
2023,TN,Tennessee,Grundy,47061,13955,11,1.0,1.4531139914688964,116.0,96.10960757780784,Very High,True,True,True
2023,MS,Mississippi,Lawrence,28077,11741,11,1.0,1.4525211005188965,117.0,96.07577807848445,Very High,True,True,True
2023,LA,Louisiana,Washington,22117,44865,11,1.0,1.451341860881551,118.0,96.04194857916104,Very High,True,True,True
2023,MS,Mississippi,Jefferson Davis,28065,10969,11,1.0,1.4501582099129544,119.0,96.0081190798376,Very High,True,True,True
2023,AR,Arkansas,Nevada,5099,8120,11,1.0,1.450018772400757,120.0,95.9742895805142,Very High,True,True,True
2023,AL,Alabama,Escambia,1053,36558,11,1.0,1.4480288047295424,121.0,95.9404600811908,Very High,True,True,True
2023,TN,Tennessee,Cocke,47029,37404,11,1.0,1.4368709478367074,122.0,95.9066305818674,Very High,True,True,True
2023,LA,Louisiana,Acadia,22001,56489,11,1.0,1.4366505624585133,123.0,95.87280108254396,Very High,True,True,True
2023,AR,Arkansas,Jackson,5067,16784,11,1.0,1.4358308255991237,124.0,95.83897158322056,Very High,True,True,True
2023,WV,West Virginia,Raleigh,54081,72356,11,1.0,1.4310980153737645,125.0,95.80514208389717,Very High,True,True,True
